date,category,demand,month_end,year,week_of_year,bank_holidays_in_week,has_bank_holiday,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics,weeks_to_new_year_start,weeks_to_bts_start,weeks_to_exam_start,weeks_to_q4_start
1995-05-01,electronic_goods,29.9,28/05/1995,1995,19,1,1,0,0,1,0,-18,15,0,26
1995-05-01,fitness_equipment,19.5,28/05/1995,1995,19,1,1,0,0,1,0,-18,15,0,26
1995-05-01,school_supplies,54.4,28/05/1995,1995,19,1,1,0,0,1,0,-18,15,0,26
1995-06-01,electronic_goods,29.9,25/06/1995,1995,23,0,0,0,0,1,0,-23,10,-5,21
1995-06-01,fitness_equipment,19.7,25/06/1995,1995,23,0,0,0,0,1,0,-23,10,-5,21
1995-06-01,school_supplies,55.0,25/06/1995,1995,23,0,0,0,0,1,0,-23,10,-5,21
1995-07-01,electronic_goods,31.1,30/07/1995,1995,28,0,0,0,0,0,0,-27,6,-9,17
1995-07-01,fitness_equipment,20.8,30/07/1995,1995,28,0,0,0,0,0,0,-27,6,-9,17
1995-07-01,school_supplies,54.0,30/07/1995,1995,28,0,0,0,0,0,0,-27,6,-9,17
1995-08-01,electronic_goods,31.2,27/08/1995,1995,32,1,1,0,1,0,0,-32,1,-14,12
1995-08-01,fitness_equipment,20.8,27/08/1995,1995,32,1,1,0,1,0,0,-32,1,-14,12
1995-08-01,school_supplies,54.3,27/08/1995,1995,32,1,1,0,1,0,0,-32,1,-14,12
1995-09-01,electronic_goods,31.4,24/09/1995,1995,36,0,0,0,1,0,0,-36,-3,-18,8
1995-09-01,fitness_equipment,20.7,24/09/1995,1995,36,0,0,0,1,0,0,-36,-3,-18,8
1995-09-01,school_supplies,55.7,24/09/1995,1995,36,0,0,0,1,0,0,-36,-3,-18,8
1995-10-01,electronic_goods,29.7,29/10/1995,1995,41,0,0,0,0,0,1,-40,-7,-22,4
1995-10-01,fitness_equipment,21.2,29/10/1995,1995,41,0,0,0,0,0,1,-40,-7,-22,4
1995-10-01,school_supplies,55.5,29/10/1995,1995,41,0,0,0,0,0,1,-40,-7,-22,4
1995-11-01,electronic_goods,28.6,26/11/1995,1995,45,0,0,0,0,0,1,-45,-12,-27,-1
1995-11-01,fitness_equipment,21.1,26/11/1995,1995,45,0,0,0,0,0,1,-45,-12,-27,-1
1995-11-01,school_supplies,56.3,26/11/1995,1995,45,0,0,0,0,0,1,-45,-12,-27,-1
1995-12-01,electronic_goods,29.6,31/12/1995,1995,49,2,1,0,0,0,1,-49,-16,-31,-5
1995-12-01,fitness_equipment,21.4,31/12/1995,1995,49,2,1,0,0,0,1,-49,-16,-31,-5
1995-12-01,school_supplies,57.2,31/12/1995,1995,49,2,1,0,0,0,1,-49,-16,-31,-5
1996-01-01,electronic_goods,28.9,28/01/1996,1996,2,1,1,1,0,0,0,0,32,17,43
1996-01-01,fitness_equipment,21.4,28/01/1996,1996,2,1,1,1,0,0,0,0,32,17,43
1996-01-01,school_supplies,54.3,28/01/1996,1996,2,1,1,1,0,0,0,0,32,17,43
1996-02-01,electronic_goods,27.9,25/02/1996,1996,6,0,0,0,0,0,0,-5,27,12,38
1996-02-01,fitness_equipment,21.3,25/02/1996,1996,6,0,0,0,0,0,0,-5,27,12,38
1996-02-01,school_supplies,56.7,25/02/1996,1996,6,0,0,0,0,0,0,-5,27,12,38
1996-03-01,electronic_goods,30.0,31/03/1996,1996,10,0,0,0,0,0,0,-9,23,8,34
1996-03-01,fitness_equipment,21.6,31/03/1996,1996,10,0,0,0,0,0,0,-9,23,8,34
1996-03-01,school_supplies,55.8,31/03/1996,1996,10,0,0,0,0,0,0,-9,23,8,34
1996-04-01,electronic_goods,32.8,28/04/1996,1996,15,1,1,0,0,1,0,-13,19,4,30
1996-04-01,fitness_equipment,22.7,28/04/1996,1996,15,1,1,0,0,1,0,-13,19,4,30
1996-04-01,school_supplies,59.4,28/04/1996,1996,15,1,1,0,0,1,0,-13,19,4,30
1996-05-01,electronic_goods,31.4,26/05/1996,1996,19,1,1,0,0,1,0,-18,14,-1,25
1996-05-01,fitness_equipment,22.2,26/05/1996,1996,19,1,1,0,0,1,0,-18,14,-1,25
1996-05-01,school_supplies,57.0,26/05/1996,1996,19,1,1,0,0,1,0,-18,14,-1,25
1996-06-01,electronic_goods,32.3,30/06/1996,1996,23,0,0,0,0,1,0,-22,10,-5,21
1996-06-01,fitness_equipment,23.0,30/06/1996,1996,23,0,0,0,0,1,0,-22,10,-5,21
1996-06-01,school_supplies,57.8,30/06/1996,1996,23,0,0,0,0,1,0,-22,10,-5,21
1996-07-01,electronic_goods,30.6,28/07/1996,1996,28,0,0,0,0,0,0,-26,6,-9,17
1996-07-01,fitness_equipment,22.4,28/07/1996,1996,28,0,0,0,0,0,0,-26,6,-9,17
1996-07-01,school_supplies,58.5,28/07/1996,1996,28,0,0,0,0,0,0,-26,6,-9,17
1996-08-01,electronic_goods,30.9,25/08/1996,1996,32,1,1,0,1,0,0,-31,1,-14,12
1996-08-01,fitness_equipment,22.4,25/08/1996,1996,32,1,1,0,1,0,0,-31,1,-14,12
1996-08-01,school_supplies,58.4,25/08/1996,1996,32,1,1,0,1,0,0,-31,1,-14,12
1996-09-01,electronic_goods,31.1,29/09/1996,1996,37,0,0,0,1,0,0,-35,-3,-18,8
1996-09-01,fitness_equipment,23.1,29/09/1996,1996,37,0,0,0,1,0,0,-35,-3,-18,8
1996-09-01,school_supplies,59.5,29/09/1996,1996,37,0,0,0,1,0,0,-35,-3,-18,8
1996-10-01,electronic_goods,31.4,27/10/1996,1996,41,0,0,0,0,0,1,-40,-8,-23,3
1996-10-01,fitness_equipment,22.4,27/10/1996,1996,41,0,0,0,0,0,1,-40,-8,-23,3
1996-10-01,school_supplies,59.5,27/10/1996,1996,41,0,0,0,0,0,1,-40,-8,-23,3
1996-11-01,electronic_goods,31.2,24/11/1996,1996,45,0,0,0,0,0,1,-44,-12,-27,-1
1996-11-01,fitness_equipment,22.1,24/11/1996,1996,45,0,0,0,0,0,1,-44,-12,-27,-1
1996-11-01,school_supplies,62.2,24/11/1996,1996,45,0,0,0,0,0,1,-44,-12,-27,-1
1996-12-01,electronic_goods,30.1,29/12/1996,1996,49,2,1,0,0,0,1,-48,-16,-31,-5
1996-12-01,fitness_equipment,22.3,29/12/1996,1996,49,2,1,0,0,0,1,-48,-16,-31,-5
1996-12-01,school_supplies,60.2,29/12/1996,1996,49,2,1,0,0,0,1,-48,-16,-31,-5
1997-01-01,electronic_goods,29.6,26/01/1997,1997,2,0,0,1,0,0,0,-1,31,16,42
1997-01-01,fitness_equipment,22.3,26/01/1997,1997,2,0,0,1,0,0,0,-1,31,16,42
1997-01-01,school_supplies,59.1,26/01/1997,1997,2,0,0,1,0,0,0,-1,31,16,42
1997-02-01,electronic_goods,30.6,23/02/1997,1997,6,0,0,0,0,0,0,-5,27,12,38
1997-02-01,fitness_equipment,22.8,23/02/1997,1997,6,0,0,0,0,0,0,-5,27,12,38
1997-02-01,school_supplies,59.9,23/02/1997,1997,6,0,0,0,0,0,0,-5,27,12,38
1997-03-01,electronic_goods,30.4,30/03/1997,1997,11,1,1,0,0,0,0,-9,23,8,34
1997-03-01,fitness_equipment,23.9,30/03/1997,1997,11,1,1,0,0,0,0,-9,23,8,34
1997-03-01,school_supplies,60.4,30/03/1997,1997,11,1,1,0,0,0,0,-9,23,8,34
1997-04-01,electronic_goods,30.1,27/04/1997,1997,15,0,0,0,0,1,0,-14,18,3,29
1997-04-01,fitness_equipment,23.0,27/04/1997,1997,15,0,0,0,0,1,0,-14,18,3,29
1997-04-01,school_supplies,60.9,27/04/1997,1997,15,0,0,0,0,1,0,-14,18,3,29
1997-05-01,electronic_goods,29.3,25/05/1997,1997,19,1,1,0,0,1,0,-18,14,-1,25
1997-05-01,fitness_equipment,22.3,25/05/1997,1997,19,1,1,0,0,1,0,-18,14,-1,25
1997-05-01,school_supplies,60.2,25/05/1997,1997,19,1,1,0,0,1,0,-18,14,-1,25
1997-06-01,electronic_goods,30.2,29/06/1997,1997,24,0,0,0,0,1,0,-22,10,-5,21
1997-06-01,fitness_equipment,22.8,29/06/1997,1997,24,0,0,0,0,1,0,-22,10,-5,21
1997-06-01,school_supplies,61.6,29/06/1997,1997,24,0,0,0,0,1,0,-22,10,-5,21
1997-07-01,electronic_goods,30.3,27/07/1997,1997,28,0,0,0,0,0,0,-27,5,-10,16
1997-07-01,fitness_equipment,22.7,27/07/1997,1997,28,0,0,0,0,0,0,-27,5,-10,16
1997-07-01,school_supplies,62.0,27/07/1997,1997,28,0,0,0,0,0,0,-27,5,-10,16
1997-08-01,electronic_goods,29.2,31/08/1997,1997,32,1,1,0,1,0,0,-31,1,-14,12
1997-08-01,fitness_equipment,22.4,31/08/1997,1997,32,1,1,0,1,0,0,-31,1,-14,12
1997-08-01,school_supplies,61.4,31/08/1997,1997,32,1,1,0,1,0,0,-31,1,-14,12
1997-09-01,electronic_goods,29.5,28/09/1997,1997,37,0,0,0,1,0,0,-35,-3,-18,8
1997-09-01,fitness_equipment,22.5,28/09/1997,1997,37,0,0,0,1,0,0,-35,-3,-18,8
1997-09-01,school_supplies,61.9,28/09/1997,1997,37,0,0,0,1,0,0,-35,-3,-18,8
1997-10-01,electronic_goods,30.8,26/10/1997,1997,41,0,0,0,0,0,1,-40,-8,-23,3
1997-10-01,fitness_equipment,23.1,26/10/1997,1997,41,0,0,0,0,0,1,-40,-8,-23,3
1997-10-01,school_supplies,62.9,26/10/1997,1997,41,0,0,0,0,0,1,-40,-8,-23,3
1997-11-01,electronic_goods,32.4,30/11/1997,1997,45,0,0,0,0,0,1,-44,-12,-27,-1
1997-11-01,fitness_equipment,23.0,30/11/1997,1997,45,0,0,0,0,0,1,-44,-12,-27,-1
1997-11-01,school_supplies,63.2,30/11/1997,1997,45,0,0,0,0,0,1,-44,-12,-27,-1
1997-12-01,electronic_goods,29.7,28/12/1997,1997,49,2,1,0,0,0,1,-48,-16,-31,-5
1997-12-01,fitness_equipment,22.2,28/12/1997,1997,49,2,1,0,0,0,1,-48,-16,-31,-5
1997-12-01,school_supplies,61.5,28/12/1997,1997,49,2,1,0,0,0,1,-48,-16,-31,-5
1998-01-01,electronic_goods,30.7,25/01/1998,1998,2,0,0,1,0,0,0,-1,31,16,42
1998-01-01,fitness_equipment,24.1,25/01/1998,1998,2,0,0,1,0,0,0,-1,31,16,42
1998-01-01,school_supplies,62.5,25/01/1998,1998,2,0,0,1,0,0,0,-1,31,16,42
1998-02-01,electronic_goods,30.4,22/02/1998,1998,6,0,0,0,0,0,0,-5,27,12,38
1998-02-01,fitness_equipment,24.9,22/02/1998,1998,6,0,0,0,0,0,0,-5,27,12,38
1998-02-01,school_supplies,61.4,22/02/1998,1998,6,0,0,0,0,0,0,-5,27,12,38
1998-03-01,electronic_goods,30.1,29/03/1998,1998,11,0,0,0,0,0,0,-9,23,8,34
1998-03-01,fitness_equipment,24.8,29/03/1998,1998,11,0,0,0,0,0,0,-9,23,8,34
1998-03-01,school_supplies,61.4,29/03/1998,1998,11,0,0,0,0,0,0,-9,23,8,34
1998-04-01,electronic_goods,31.0,26/04/1998,1998,15,1,1,0,0,1,0,-14,18,3,29
1998-04-01,fitness_equipment,23.6,26/04/1998,1998,15,1,1,0,0,1,0,-14,18,3,29
1998-04-01,school_supplies,61.0,26/04/1998,1998,15,1,1,0,0,1,0,-14,18,3,29
1998-05-01,electronic_goods,31.0,31/05/1998,1998,19,1,1,0,0,1,0,-18,14,-1,25
1998-05-01,fitness_equipment,25.9,31/05/1998,1998,19,1,1,0,0,1,0,-18,14,-1,25
1998-05-01,school_supplies,62.1,31/05/1998,1998,19,1,1,0,0,1,0,-18,14,-1,25
1998-06-01,electronic_goods,29.3,28/06/1998,1998,24,0,0,0,0,1,0,-22,10,-5,21
1998-06-01,fitness_equipment,24.4,28/06/1998,1998,24,0,0,0,0,1,0,-22,10,-5,21
1998-06-01,school_supplies,60.0,28/06/1998,1998,24,0,0,0,0,1,0,-22,10,-5,21
1998-07-01,electronic_goods,30.6,26/07/1998,1998,28,0,0,0,0,0,0,-27,5,-10,16
1998-07-01,fitness_equipment,24.5,26/07/1998,1998,28,0,0,0,0,0,0,-27,5,-10,16
1998-07-01,school_supplies,61.6,26/07/1998,1998,28,0,0,0,0,0,0,-27,5,-10,16
1998-08-01,electronic_goods,30.4,30/08/1998,1998,33,1,1,0,1,0,0,-31,1,-14,12
1998-08-01,fitness_equipment,24.7,30/08/1998,1998,33,1,1,0,1,0,0,-31,1,-14,12
1998-08-01,school_supplies,62.0,30/08/1998,1998,33,1,1,0,1,0,0,-31,1,-14,12
1998-09-01,electronic_goods,31.3,27/09/1998,1998,37,0,0,0,1,0,0,-36,-4,-19,7
1998-09-01,fitness_equipment,24.4,27/09/1998,1998,37,0,0,0,1,0,0,-36,-4,-19,7
1998-09-01,school_supplies,61.1,27/09/1998,1998,37,0,0,0,1,0,0,-36,-4,-19,7
1998-10-01,electronic_goods,30.2,25/10/1998,1998,41,0,0,0,0,0,1,-40,-8,-23,3
1998-10-01,fitness_equipment,24.2,25/10/1998,1998,41,0,0,0,0,0,1,-40,-8,-23,3
1998-10-01,school_supplies,60.8,25/10/1998,1998,41,0,0,0,0,0,1,-40,-8,-23,3
1998-11-01,electronic_goods,31.4,29/11/1998,1998,46,0,0,0,0,0,1,-44,-12,-27,-1
1998-11-01,fitness_equipment,24.7,29/11/1998,1998,46,0,0,0,0,0,1,-44,-12,-27,-1
1998-11-01,school_supplies,62.4,29/11/1998,1998,46,0,0,0,0,0,1,-44,-12,-27,-1
1998-12-01,electronic_goods,30.1,27/12/1998,1998,50,2,1,0,0,0,1,-49,-17,-32,-6
1998-12-01,fitness_equipment,22.1,27/12/1998,1998,50,2,1,0,0,0,1,-49,-17,-32,-6
1998-12-01,school_supplies,62.1,27/12/1998,1998,50,2,1,0,0,0,1,-49,-17,-32,-6
1999-01-01,electronic_goods,33.7,31/01/1999,1999,1,0,0,1,0,0,0,-1,31,16,43
1999-01-01,fitness_equipment,24.6,31/01/1999,1999,1,0,0,1,0,0,0,-1,31,16,43
1999-01-01,school_supplies,61.1,31/01/1999,1999,1,0,0,1,0,0,0,-1,31,16,43
1999-02-01,electronic_goods,33.3,28/02/1999,1999,5,0,0,0,0,0,0,-5,27,12,39
1999-02-01,fitness_equipment,24.8,28/02/1999,1999,5,0,0,0,0,0,0,-5,27,12,39
1999-02-01,school_supplies,60.9,28/02/1999,1999,5,0,0,0,0,0,0,-5,27,12,39
1999-03-01,electronic_goods,30.4,28/03/1999,1999,10,1,1,0,0,0,0,-9,23,8,35
1999-03-01,fitness_equipment,25.0,28/03/1999,1999,10,1,1,0,0,0,0,-9,23,8,35
1999-03-01,school_supplies,62.2,28/03/1999,1999,10,1,1,0,0,0,0,-9,23,8,35
1999-04-01,electronic_goods,36.1,25/04/1999,1999,14,1,1,0,0,1,0,-14,18,3,30
1999-04-01,fitness_equipment,25.7,25/04/1999,1999,14,1,1,0,0,1,0,-14,18,3,30
1999-04-01,school_supplies,62.1,25/04/1999,1999,14,1,1,0,0,1,0,-14,18,3,30
1999-05-01,electronic_goods,34.4,30/05/1999,1999,19,1,1,0,0,1,0,-18,14,-1,26
1999-05-01,fitness_equipment,26.8,30/05/1999,1999,19,1,1,0,0,1,0,-18,14,-1,26
1999-05-01,school_supplies,62.7,30/05/1999,1999,19,1,1,0,0,1,0,-18,14,-1,26
1999-06-01,electronic_goods,34.4,27/06/1999,1999,23,0,0,0,0,1,0,-23,9,-6,21
1999-06-01,fitness_equipment,26.2,27/06/1999,1999,23,0,0,0,0,1,0,-23,9,-6,21
1999-06-01,school_supplies,63.1,27/06/1999,1999,23,0,0,0,0,1,0,-23,9,-6,21
1999-07-01,electronic_goods,34.3,25/07/1999,1999,27,0,0,0,0,0,0,-27,5,-10,17
1999-07-01,fitness_equipment,26.0,25/07/1999,1999,27,0,0,0,0,0,0,-27,5,-10,17
1999-07-01,school_supplies,64.3,25/07/1999,1999,27,0,0,0,0,0,0,-27,5,-10,17
1999-08-01,electronic_goods,35.5,29/08/1999,1999,32,1,1,0,1,0,0,-31,1,-14,13
1999-08-01,fitness_equipment,26.2,29/08/1999,1999,32,1,1,0,1,0,0,-31,1,-14,13
1999-08-01,school_supplies,64.6,29/08/1999,1999,32,1,1,0,1,0,0,-31,1,-14,13
1999-09-01,electronic_goods,34.5,26/09/1999,1999,36,0,0,0,1,0,0,-36,-4,-19,8
1999-09-01,fitness_equipment,26.2,26/09/1999,1999,36,0,0,0,1,0,0,-36,-4,-19,8
1999-09-01,school_supplies,64.2,26/09/1999,1999,36,0,0,0,1,0,0,-36,-4,-19,8
1999-10-01,electronic_goods,36.4,31/10/1999,1999,40,0,0,0,0,0,0,-40,-8,-23,4
1999-10-01,fitness_equipment,26.4,31/10/1999,1999,40,0,0,0,0,0,0,-40,-8,-23,4
1999-10-01,school_supplies,65.4,31/10/1999,1999,40,0,0,0,0,0,0,-40,-8,-23,4
1999-11-01,electronic_goods,35.2,28/11/1999,1999,45,0,0,0,0,0,1,-44,-12,-27,0
1999-11-01,fitness_equipment,26.7,28/11/1999,1999,45,0,0,0,0,0,1,-44,-12,-27,0
1999-11-01,school_supplies,65.8,28/11/1999,1999,45,0,0,0,0,0,1,-44,-12,-27,0
1999-12-01,electronic_goods,30.0,26/12/1999,1999,49,2,1,0,0,0,1,-49,-17,-32,-5
1999-12-01,fitness_equipment,26.0,26/12/1999,1999,49,2,1,0,0,0,1,-49,-17,-32,-5
1999-12-01,school_supplies,67.8,26/12/1999,1999,49,2,1,0,0,0,1,-49,-17,-32,-5
2000-01-01,electronic_goods,37.3,30/01/2000,2000,2,0,0,1,0,0,0,-1,32,17,43
2000-01-01,fitness_equipment,26.6,30/01/2000,2000,2,0,0,1,0,0,0,-1,32,17,43
2000-01-01,school_supplies,69.2,30/01/2000,2000,2,0,0,1,0,0,0,-1,32,17,43
2000-02-01,electronic_goods,35.5,27/02/2000,2000,6,0,0,0,0,0,0,-6,27,12,38
2000-02-01,fitness_equipment,26.2,27/02/2000,2000,6,0,0,0,0,0,0,-6,27,12,38
2000-02-01,school_supplies,68.6,27/02/2000,2000,6,0,0,0,0,0,0,-6,27,12,38
2000-03-01,electronic_goods,34.3,26/03/2000,2000,10,0,0,0,0,0,0,-10,23,8,34
2000-03-01,fitness_equipment,26.3,26/03/2000,2000,10,0,0,0,0,0,0,-10,23,8,34
2000-03-01,school_supplies,67.4,26/03/2000,2000,10,0,0,0,0,0,0,-10,23,8,34
2000-04-01,electronic_goods,32.8,30/04/2000,2000,14,1,1,0,0,0,0,-14,19,4,30
2000-04-01,fitness_equipment,26.8,30/04/2000,2000,14,1,1,0,0,0,0,-14,19,4,30
2000-04-01,school_supplies,67.5,30/04/2000,2000,14,1,1,0,0,0,0,-14,19,4,30
2000-05-01,electronic_goods,32.5,28/05/2000,2000,19,1,1,0,0,1,0,-18,15,0,26
2000-05-01,fitness_equipment,26.8,28/05/2000,2000,19,1,1,0,0,1,0,-18,15,0,26
2000-05-01,school_supplies,67.1,28/05/2000,2000,19,1,1,0,0,1,0,-18,15,0,26
2000-06-01,electronic_goods,34.1,25/06/2000,2000,23,0,0,0,0,1,0,-23,10,-5,21
2000-06-01,fitness_equipment,27.3,25/06/2000,2000,23,0,0,0,0,1,0,-23,10,-5,21
2000-06-01,school_supplies,67.4,25/06/2000,2000,23,0,0,0,0,1,0,-23,10,-5,21
2000-07-01,electronic_goods,34.2,30/07/2000,2000,28,0,0,0,0,0,0,-27,6,-9,17
2000-07-01,fitness_equipment,28.2,30/07/2000,2000,28,0,0,0,0,0,0,-27,6,-9,17
2000-07-01,school_supplies,67.7,30/07/2000,2000,28,0,0,0,0,0,0,-27,6,-9,17
2000-08-01,electronic_goods,36.7,27/08/2000,2000,32,1,1,0,1,0,0,-32,1,-14,12
2000-08-01,fitness_equipment,29.0,27/08/2000,2000,32,1,1,0,1,0,0,-32,1,-14,12
2000-08-01,school_supplies,67.7,27/08/2000,2000,32,1,1,0,1,0,0,-32,1,-14,12
2000-09-01,electronic_goods,36.7,24/09/2000,2000,36,0,0,0,1,0,0,-36,-3,-18,8
2000-09-01,fitness_equipment,28.7,24/09/2000,2000,36,0,0,0,1,0,0,-36,-3,-18,8
2000-09-01,school_supplies,68.3,24/09/2000,2000,36,0,0,0,1,0,0,-36,-3,-18,8
2000-10-01,electronic_goods,35.8,29/10/2000,2000,41,0,0,0,0,0,1,-40,-7,-22,4
2000-10-01,fitness_equipment,29.4,29/10/2000,2000,41,0,0,0,0,0,1,-40,-7,-22,4
2000-10-01,school_supplies,68.6,29/10/2000,2000,41,0,0,0,0,0,1,-40,-7,-22,4
2000-11-01,electronic_goods,35.7,26/11/2000,2000,45,0,0,0,0,0,1,-45,-12,-27,-1
2000-11-01,fitness_equipment,28.7,26/11/2000,2000,45,0,0,0,0,0,1,-45,-12,-27,-1
2000-11-01,school_supplies,68.0,26/11/2000,2000,45,0,0,0,0,0,1,-45,-12,-27,-1
2000-12-01,electronic_goods,36.9,31/12/2000,2000,49,2,1,0,0,0,1,-49,-16,-31,-5
2000-12-01,fitness_equipment,29.7,31/12/2000,2000,49,2,1,0,0,0,1,-49,-16,-31,-5
2000-12-01,school_supplies,68.5,31/12/2000,2000,49,2,1,0,0,0,1,-49,-16,-31,-5
2001-01-01,electronic_goods,36.6,28/01/2001,2001,2,1,1,1,0,0,0,0,32,17,43
2001-01-01,fitness_equipment,29.4,28/01/2001,2001,2,1,1,1,0,0,0,0,32,17,43
2001-01-01,school_supplies,70.1,28/01/2001,2001,2,1,1,1,0,0,0,0,32,17,43
2001-02-01,electronic_goods,34.5,25/02/2001,2001,6,0,0,0,0,0,0,-5,27,12,38
2001-02-01,fitness_equipment,28.7,25/02/2001,2001,6,0,0,0,0,0,0,-5,27,12,38
2001-02-01,school_supplies,70.4,25/02/2001,2001,6,0,0,0,0,0,0,-5,27,12,38
2001-03-01,electronic_goods,35.7,25/03/2001,2001,10,0,0,0,0,0,0,-9,23,8,34
2001-03-01,fitness_equipment,27.2,25/03/2001,2001,10,0,0,0,0,0,0,-9,23,8,34
2001-03-01,school_supplies,70.6,25/03/2001,2001,10,0,0,0,0,0,0,-9,23,8,34
2001-04-01,electronic_goods,36.0,29/04/2001,2001,15,1,1,0,0,1,0,-13,19,4,30
2001-04-01,fitness_equipment,28.6,29/04/2001,2001,15,1,1,0,0,1,0,-13,19,4,30
2001-04-01,school_supplies,71.3,29/04/2001,2001,15,1,1,0,0,1,0,-13,19,4,30
2001-05-01,electronic_goods,36.0,27/05/2001,2001,19,1,1,0,0,1,0,-18,14,-1,25
2001-05-01,fitness_equipment,30.0,27/05/2001,2001,19,1,1,0,0,1,0,-18,14,-1,25
2001-05-01,school_supplies,72.2,27/05/2001,2001,19,1,1,0,0,1,0,-18,14,-1,25
2001-06-01,electronic_goods,35.8,24/06/2001,2001,23,0,0,0,0,1,0,-22,10,-5,21
2001-06-01,fitness_equipment,31.3,24/06/2001,2001,23,0,0,0,0,1,0,-22,10,-5,21
2001-06-01,school_supplies,71.4,24/06/2001,2001,23,0,0,0,0,1,0,-22,10,-5,21
2001-07-01,electronic_goods,33.6,29/07/2001,2001,28,0,0,0,0,0,0,-26,6,-9,17
2001-07-01,fitness_equipment,31.4,29/07/2001,2001,28,0,0,0,0,0,0,-26,6,-9,17
2001-07-01,school_supplies,71.4,29/07/2001,2001,28,0,0,0,0,0,0,-26,6,-9,17
2001-08-01,electronic_goods,32.7,26/08/2001,2001,32,1,1,0,1,0,0,-31,1,-14,12
2001-08-01,fitness_equipment,31.8,26/08/2001,2001,32,1,1,0,1,0,0,-31,1,-14,12
2001-08-01,school_supplies,71.5,26/08/2001,2001,32,1,1,0,1,0,0,-31,1,-14,12
2001-09-01,electronic_goods,34.5,30/09/2001,2001,36,0,0,0,1,0,0,-35,-3,-18,8
2001-09-01,fitness_equipment,31.9,30/09/2001,2001,36,0,0,0,1,0,0,-35,-3,-18,8
2001-09-01,school_supplies,71.8,30/09/2001,2001,36,0,0,0,1,0,0,-35,-3,-18,8
2001-10-01,electronic_goods,36.5,28/10/2001,2001,41,0,0,0,0,0,1,-39,-7,-22,4
2001-10-01,fitness_equipment,32.0,28/10/2001,2001,41,0,0,0,0,0,1,-39,-7,-22,4
2001-10-01,school_supplies,70.7,28/10/2001,2001,41,0,0,0,0,0,1,-39,-7,-22,4
2001-11-01,electronic_goods,38.1,25/11/2001,2001,45,0,0,0,0,0,1,-44,-12,-27,-1
2001-11-01,fitness_equipment,31.5,25/11/2001,2001,45,0,0,0,0,0,1,-44,-12,-27,-1
2001-11-01,school_supplies,71.2,25/11/2001,2001,45,0,0,0,0,0,1,-44,-12,-27,-1
2001-12-01,electronic_goods,41.9,30/12/2001,2001,49,2,1,0,0,0,1,-48,-16,-31,-5
2001-12-01,fitness_equipment,34.4,30/12/2001,2001,49,2,1,0,0,0,1,-48,-16,-31,-5
2001-12-01,school_supplies,71.8,30/12/2001,2001,49,2,1,0,0,0,1,-48,-16,-31,-5
2002-01-01,electronic_goods,43.6,27/01/2002,2002,2,0,0,1,0,0,0,-1,31,16,42
2002-01-01,fitness_equipment,32.9,27/01/2002,2002,2,0,0,1,0,0,0,-1,31,16,42
2002-01-01,school_supplies,72.4,27/01/2002,2002,2,0,0,1,0,0,0,-1,31,16,42
2002-02-01,electronic_goods,44.5,24/02/2002,2002,6,0,0,0,0,0,0,-5,27,12,38
2002-02-01,fitness_equipment,33.5,24/02/2002,2002,6,0,0,0,0,0,0,-5,27,12,38
2002-02-01,school_supplies,73.5,24/02/2002,2002,6,0,0,0,0,0,0,-5,27,12,38
2002-03-01,electronic_goods,46.9,31/03/2002,2002,10,1,1,0,0,0,0,-9,23,8,34
2002-03-01,fitness_equipment,34.2,31/03/2002,2002,10,1,1,0,0,0,0,-9,23,8,34
2002-03-01,school_supplies,73.4,31/03/2002,2002,10,1,1,0,0,0,0,-9,23,8,34
2002-04-01,electronic_goods,45.3,28/04/2002,2002,15,1,1,0,0,1,0,-13,19,4,30
2002-04-01,fitness_equipment,36.4,28/04/2002,2002,15,1,1,0,0,1,0,-13,19,4,30
2002-04-01,school_supplies,73.9,28/04/2002,2002,15,1,1,0,0,1,0,-13,19,4,30
2002-05-01,electronic_goods,46.1,26/05/2002,2002,19,1,1,0,0,1,0,-18,14,-1,25
2002-05-01,fitness_equipment,34.6,26/05/2002,2002,19,1,1,0,0,1,0,-18,14,-1,25
2002-05-01,school_supplies,74.1,26/05/2002,2002,19,1,1,0,0,1,0,-18,14,-1,25
2002-06-01,electronic_goods,44.3,30/06/2002,2002,23,0,0,0,0,1,0,-22,10,-5,21
2002-06-01,fitness_equipment,33.7,30/06/2002,2002,23,0,0,0,0,1,0,-22,10,-5,21
2002-06-01,school_supplies,71.6,30/06/2002,2002,23,0,0,0,0,1,0,-22,10,-5,21
2002-07-01,electronic_goods,45.9,28/07/2002,2002,28,0,0,0,0,0,0,-26,6,-9,17
2002-07-01,fitness_equipment,34.0,28/07/2002,2002,28,0,0,0,0,0,0,-26,6,-9,17
2002-07-01,school_supplies,76.4,28/07/2002,2002,28,0,0,0,0,0,0,-26,6,-9,17
2002-08-01,electronic_goods,43.5,25/08/2002,2002,32,1,1,0,1,0,0,-31,1,-14,12
2002-08-01,fitness_equipment,33.7,25/08/2002,2002,32,1,1,0,1,0,0,-31,1,-14,12
2002-08-01,school_supplies,73.2,25/08/2002,2002,32,1,1,0,1,0,0,-31,1,-14,12
2002-09-01,electronic_goods,42.7,29/09/2002,2002,37,0,0,0,1,0,0,-35,-3,-18,8
2002-09-01,fitness_equipment,34.4,29/09/2002,2002,37,0,0,0,1,0,0,-35,-3,-18,8
